Item No.,Item Description,CPT,Price
 1800151,IV START KIT W/CHLORASCRUB W/DRESSING,,$5.00
 1800152,INJECTION SITE 2N3399,,$8.00
 1800153,NON CHARGEABLE,,$7.00
 1800154,NON CHARGEABLE,,$4.00
 1800155,SPONGE GAUZE 3X3 ALL PURP STERI VERSALON,,$4.00
 1800156,SITZ BATH DISP PAN,,$6.00
 1800158,NEEDLE SPINAL 18GX3-1/2,,$8.00
 1800159,NEEDLE SPINAL 20GX3-1/2,,$8.00
 1800160,NEEDLE SPINAL QUICKE 22GX3-1/2,,$10.00
 1800161,NEEDLE SPINAL 22GX5,,$23.00
 1800162,NEEDLE SPINAL 25GX3-1/2*,,$10.00
 1800164,NEEDLE WHITACRE 25GX3-1/2,,$18.00
 1800165,NEEDLE WHITACRE 22GX3-1/2,,$18.00
 1800166,NEEDLE WEISS T/WALL 18GX3-1/2,,$25.00
 1800167,NEEDLE EPIDURAL 22/27GX4  1/EA,,$52.00
 1800168,DRSG TEGADERM CHG 4X6.125 BIO PATCH,,$38.00
 1800169,DRAINAGE UNIT WATER SEAL  P-EVC CHEST*,,$163.00
 1800170,PEDIALYTE POWDER ASST 2PK/BX,,$8.00
 1800171,PACK SINGLE BASIN SURE SET *NEW,,$79.00
 1800172,KIT CATH CEN/VENOUS 7FR X 12,,$137.00
 1800173,KIT PERCUTAN/INTRODUCER 7FR,,$336.00
 1800174,KIT PERCUTAN/INTRODUCER 8.5FR,,$166.00
 1800175,PORT MRI LOW PROFILE 7FR,,"$1,680.00"
 1800176,PORT -A-CATH 8FR,C1751,"$1,071.00"
 1800177,TRAY LUMBAR PUNCTURE  22G X 1-1/2 SN PED,,$64.00
 1800178,TRAY LUMBAR PUNCTURE 2OG X 3-1/2 SN ADU,,$41.00
 1800179,TRAY PARACENTESIS,,$340.00
 1800180,TRAY THORACENTESIS W/7 CATH,,$87.00
 1800181,KIT PNEUMOTHORAX 8FR,,$462.00
 1800182,KIT PONSKY PULL PEG,,$707.00
 1800185,PEROXIDE 4OZ BT,,$4.00
 1800187,BAG ENTERAL FEEDING TOP FILL 1000ML,,$41.00
 1800188,TUBE FEEDING DOBB HOFF 12FR,,$63.00
 1800189,PUMP SET ENTERAL FEEDING PATROL,,$15.00
 1800190,PAD DUO THERM 12X17,,$71.00
 1800191,PAD DUO THERM 9X8,,$93.00
 1800192,STETHOSCOPE DISPOSABLE YELLOW,,$12.00
 1800193,PAD WARMING DISP 33x45 GAYMAR,,$23.00
 1800194,PAD WARMING DISP 38x55 GAYMAR,,$23.00
 1800195,PAD WARMING DISP 3 1/2X23 GAYMAR,,$24.00
 1800196,PAD DUO THERM 14X20,,$49.00
 1800197,CATH UMBILICAL VESSEL 3.5FR,,$50.00
 1800198,TUBE FEEDING INFANT 8FR,,$4.00
 1800200,BAG BILE W/T TUBE ADAPTER,,$39.00
 1800201,BLANKET UPPER BODY BAIR HUGGER,,$33.00
 1800202,BLANKET LOWER BODY 60X36 LF 10/CS,,$33.00
 1800203,BLANKET FULL BODY,,$28.00
 1800205,SYRINGE BULB EAR/ULCER 2OZ BLUE,,$4.00
 1800206,MODULE INTUBATION ORANGE,,$154.00
 1800207,MODULE OXYGEN ORANGE PEDIATRIC,,$65.00
 1800208,MODULE INTUBATION GREEN,,$154.00
 1800209,MODULE OXYGEN GREEN PEDIATRIC,,$65.00
 1800210,MODULE IV BLUE,,$171.00
 1800211,MODULE INTRAOSSEOUS BLUE,,$213.00
 1800212,MODULE IV PURPLE,,$171.00
 1800213,MODULE INTRAOSSEOUS PURPLE,,$213.00
 1800214,MODULE IV ORANGE,,$171.00
 1800215,MODULE IV YELLOW,,$171.00
 1800216,MODULE INTUBATION BLUE,,$154.00
 1800217,MODULE INTUBAION PURPLE,,$154.00
 1800218,MODULE OXYGEN PURPLE PEDIATRIC,,$65.00
 1800219,MODULE OXYGEN RED PEDIATRIC,,$78.00
 1800220,MODULE INTUBATION RED,,$154.00
 1800221,MODULE IV RED,,$171.00
 1800222,MODULE INTRAOSSEOUS WHITE,,$213.00
 1800223,MODULE INTRAOSSEOUS PINK/RED,,$213.00
 1800224,MODULE INTRAOSSEOUS YELLOW,,$213.00
 1800225,MODULE IV GREEN,,$171.00
 1800226,MODULE IV WHITE,,$171.00
 1800227,MODULE INTUBATION WHITE,,$154.00
 1800228,MODULE OXYGEN WHITE PEDIATRIC,,$65.00
 1800229,MODULE OXYGEN BLUE PEDIATRIC,,$65.00
 1800230,MODULE INTUBATION YELLOW,,$154.00
 1800231,MODULE OXYGEN YELLOW PEDIATRIC,,$65.00
 1800232,CATH CHEST 12FR TROCAR 9,,$52.00
 1800233,CATH CHEST 24FR TROCAR 16,,$52.00
 1800234,CATH CHEST 20FR TROCAR 16,,$52.00
 1800237,CATH CHEST 32FR TROCAR 16,,$52.00
 1800238,CHEST TUBE THAL-QUICK 20FR,,$575.00
 1800239,CATH CHEST 28FR STRAIGHT 20,,$52.00
 1800240,CATH CHEST 36FR STRAIGHT 20,,$52.00
 1800241,CATH CHEST 16FR TROCAR 10,,$52.00
 1800242,TUBE SALEM SUMP 08FR W/ REFLUX,,$83.00
 1800243,TUBE SALEM SUMP 10FR NG TUBE,,$12.00
 1800244,TUBE SALEM SUMP 12FR W/REFLUX,,$17.00
 1800245,TUBE STOMACH EVAC/LAV 28FR,,$45.00
 1800246,CATH CHEST 32FR R/ANGLE 20,,$58.00
 1800247,TUBE SALEM SUMP 14FR W/REFLUX,,$28.00
 1800248,TUBE SALEM SUMP 16FR W/REFLUX NG,,$17.00
 1800249,TUBE SALEM SUMP 18FR W/REFLUX NG TUBE,,$17.00
 1800250,BLOOD WARMING SET,,$84.00
 1800251,MODULE INTRAOSSEOUS GREEN,,$213.00
 1800252,CANNULA SHIELDED BLUNT SAFSET,,$11.00
 1800253,AMNIHOOK MEMBRANE PERFORATOR,,$5.00
 1800254,TRAY PARACERVICAL/PRUD BLOCK,,$29.00
 1800255,TRAY LACERATION COMFORT LOOPS*,,$26.00
 1800256,EXTRACTOR SKIN STAPLE REMOVER*,,$12.00
 1800257,NON CHARGEABLE,,$8.00
 1800258,SPONGE KERLIX TRAY 6X6 AMD,,$29.00
 1800261,BLADE OPH 2.6MM CRESCENT KERATOME,,$173.00
 1800262,SCALPEL OPTHALMIC ANGLED 3.0MM,,$12.00
 1800263,SET EYE IRRIGATION DELIVERY Y TUBING,,$52.00
 1800264,CATH TROCAR 36FR ATP HYRDAGLIDE,,$10.00
 1800266,SHIELD EYE ALUMINUM CONVEX W/ SLOT,,$16.00
 1800267,PAD EYE STERILE 1-5/8X2-5/8,,$4.00
 1800268,SUPPORTER SCROTAL LRG ADULT 1/EA*,,$27.00
 1800269,SUPPORTER SCROTAL MED ADULT*,,$27.00
 1800270,SUPPORTER SCROTAL SM ADULT,,$27.00
 1800271,SPLINT FINGER 1/2X9 ALUM/FOAM,,$8.00
 1800272,SPLINT FINGER 1X18 ALUM/FOAM,,$11.00
 1800273,SPLINT FINGER 3/4X18 ALUM/FOAM,,$10.00
 1800275,ADAPTER CATHETER STR,,$4.00
 1800276,SPECULUM VAGINAL SMALL DISP,,$12.00
 1800277,SPECULUM VAGINAL MEDIUM DISP,,$13.00
 1800278,TRAY CATH FOLEY W/MTR 16FR BARD,,$89.00
 1800279,TRAY CATH FOLEY W/MTR 16FR,,$50.00
 1800280,TRAY URETHRAL CATH 15FR,,$14.00
 1800281,TRAY IRRIGATION W/70CC SYRINGE,,$13.00
 1800282,URINE METER W/ASPER PORT BAG,,$32.00
 1800283,TRAP MUCUS DELEE 10FR W/VALVE,,$8.00
 1800284,KIT CATH FEMALE 8FR*,,$11.00
 1800285,TRAY CATH FOLEY DRAIN BAG 16FR BARD,,$54.00
 1800286,TRAP MUCUS SPECIMEN 40CC #DYND44140,,$6.00
 1800287,CATH SUCTION 8FR PED W/GLV W/POP UP CUP,,$8.00
 1800288,CATH SUCTION 14FR W/CUP GLV,,$4.00
 1800289,GLV SURG BIOGEL SZ  6.0 STR,,$22.00
 1800290,GLV SURG BIOGEL SZ  6.5 STR,,$16.00
 1800291,GLV SURG BIOGEL SZ  7.0 STR,,$16.00
 1800292,GLV SURG BIOGEL SZ  7.5 STR,,$16.00
 1800293,GLV SURG BIOGEL SZ  8.0 STR,,$16.00
 1800294,GLV SURG BIOGEL SZ  8.5 STR,,$14.00
 1800295,GLV SURG BIOGEL ORTHO SZ  7. 0 STR,,$15.00
 1800296,GLV SURG BIOGEL ORTHO SZ  8. 0 STR,,$8.00
 1800297,CATH SUCTION 18FR WHISTLE TIP,,$4.00
 1800298,TUBE CONNECT  6' LENGTH X 3/16  STR*,,$3.00
 1800299,TUBE CONNECT 12' LENGTH X 9/32  STR*,,$8.00
 1800300,TUBE CONNECT 20' LENGTH X 3/16  STR*,,$12.00
 1800301,BRIEF MATERNITY STRETCH X-LG*,,$16.00
 1800302,DIAPER NEWBORN ULTRAT 8-14 LBS HUGGIES,,$27.00
 1800303,DIAPER TODDLER ULTRAT SZ 4 22-37 LBS HUG,,$4.00
 1800304,GLV SURG SENSICARE LF PF SZ  8.0 STR,,$13.00
 1800305,DIAPER MEDIUM 16-28 LBS PAMPERS SIZE 3*,,$13.00
 1800306,NON CHARGEABLE,,$4.00
 1800307,NON CHARGEABLE,,$4.00
 1800308,CIRCUIT ANES/BREATHING ADULT,,$38.00
 1800309,CIRCUIT ANES/BREATHING PED L60IN,,$29.00
 1800310,NON CHARGEABLE,,$8.00
 1800311,NON CHARGEABLE,,$8.00
 1800312,NON CHARGEABLE,,$8.00
 1800313,NON CHARGEABLE,,$8.00
 1800314,NON CHARGEABLE,,$8.00
 1800315,NON CHARGEABLE,,$8.00
 1800316,NON CHARGEABLE,,$8.00
 1800317,NON CHARGEABLE,,$10.00
 1800318,NON CHARGEABLE,,$10.00
 1800319,NON CHARGEABLE,,$10.00
 1800320,NON CHARGEABLE,,$10.00
 1800321,NON CHARGEABLE,,$10.00
 1800322,NON CHARGEABLE,,$8.00
 1800323,NON CHARGEABLE,,$10.00
 1800324,NON CHARGEABLE,,$8.00
 1800325,NON CHARGEABLE,,$18.00
 1800326,NON CHARGEABLE,,$10.00
 1800327,NON CHARGEABLE,,$10.00
 1800328,DIAPER TODDLER PULL UP SZ 5 27+ HUGGIES,,$4.00
 1800329,STYLET GUIDE PED NEO 2.0-3.5MM 6FR OD,,$13.00
 1800330,STYLET GUIDE PED/CHILD 4.0-6.5MM 8FR OD,,$24.00
 1800331,STYLET INTUBATING 6FR,,$13.00
 1800332,STYLET INTUBATING 14FR,,$13.00
 1800333,CANISTER HARD 3000CC W/LID SUCTION,,$11.00
 1800334,CANISTER HARD 2000CC W/LID SUCTION,,$10.00
 1800335,AIRWAY NASAL 26FR 6.5MM STR L/F,,$12.00
 1800336,AIRWAY NASAL 28FR 7.0MM STR L/F,,$9.00
 1800337,AIRWAY NASAL 30FR 7.5MM STR L/F,,$12.00
 1800338,AIRWAY NASAL 32FR 8.0MM STR L/F*,,$12.00
 1800339,AIRWAY NASAL 34FR 8.5MM STR L/F,,$9.00
 1800340,AIRWAY ORAL SZ 5 50MM GUEDEL,,$4.00
 1800341,AIRWAY ORAL SZ 6 60MM GUEDEL,,$5.00
 1800342,AIRWAY ORAL SZ 7 70MM GUEDEL,,$5.00
 1800343,AIRWAY ORAL SZ 8 80MM GUEDEL*,,$5.00
 1800344,AIRWAY ORAL SZ 9 90MM GUEDEL,,$5.00
 1800345,AIRWAY ORAL SZ 10 100MM GUEDEL,,$7.00
 1800346,AIRWAY ORAL SZ 11 110MM GUEDEL,,$5.00
 1800347,AIRWAY ORAL SZ 12 120MM GUEDEL,,$5.00
 1800348,THERAPREP POS EXP PRESS THER S,,$247.00
 1800349,RESUSCITATION KIT SNGL USE,,$0.00
 1800350,RESUSCITATOR BABY BLUE (RED),,$138.00
 1800351,RESUSCITATOR PEDI BLUE,,$153.00
 1800352,RESUSCITATOR ADULT BAG W/VALVE,,$46.00
 1800353,GLV SURG SENSICARE LF PF SZ  8.5 STR,,$13.00
 1800354,RESUSCITATOR PEDS VLV BAG DISP,,$43.00
 1800355,TRAY TRACHEOSTOMY CARE W/GLOVES,,$12.00
 1800356,RESUSCITATOR CHILD MOUTH TO MASK,,$27.00
 1800357,RESUSCITATOR ADLT MOUTH TO MASK,,$26.00
 1800358,MASK SZ 5 MED ADULT INFLATABLE,,$11.00
 1800359,MASK SZ 2 INFANT ANESTHESIA,,$12.00
 1800360,MASK SZ 3 TODDLER CHERRY SCENTED,,$13.00
 1800361,PACK DELIVERY ROOM II,,$125.00
 1800362,PACK CESAREAN SECTION,,$124.00
 1800363,AIRWAY ORAL SZ 4 40MM GUEDEL,,$4.00
 1800364,KIT OB ADMIT MATERNITY,,$147.00
 1800365,EAR WICK STERILE EXPANDACELL SPONGE,,$21.00
 1800366,ASPIRATOR MECONIUM,,$23.00
 1800367,ADAPTER AIRWAY CO2 CAPNOSTAT SURG ADULT,,$50.00
 1800368,PROX PRESSURIZER FEMORAL MEDIUM W/O HUB,,$192.00
 1800369,GRIPPER PLUS PORTCATH 3/4 X20G W/Y SIT,,$26.00
 1800370,GRIPPER PLUS PORTACATH 1 X20G W/Y SITE,,$25.00
 1800371,GRIPPER PLUS PORTACATH 1.25 X20G Y SITE,,$26.00
 1800372,DRAPE BILATERAL LIMB,,$55.00
 1800373,BURN SHEET,,$28.00
 1800374,MODULE INTRAOSSEOUS ORANGE,,$213.00
 1800375,AIRWAY SUPRAGLOTTIC SIZE 5,,$65.00
 1800376,BRIEF ADULT XLARGE,,$7.00
 1800380,RESUSCITATOR NEONATE BAG 1/2 L BA,,$62.00
 1800381,SLEEVE SCD KNEE LENGTH 5PAIR/CS*,,$155.00
 1800382,SLEEVE SCD THIGH LENGTH SMALL,,$192.00
 1800383,SLEEVE SCD THIGH LENGTH MEDIUM*,,$239.00
 1800384,SLEEVE SCD THIGH LENGTH LARGE,,$239.00
 1800385,SYRINGE BULB 50CC IRRIGATION,,$10.00
 1800386,TOWEL DISP STERILE BLUE 4/PK,,$14.00
 1800387,NON CHARGEABLE,,$7.00
 1800388,SPONGE LAP 18X18,,$10.00
 1800389,TRAY WET SKIN PREP*,,$23.00
 1800390,NON CHARGEABLE,,$4.00
 1800391,NON CHARGEABLE,,$4.00
 1800392,NON CHARGEABLE,,$5.00
 1800393,NON CHARGEABLE,,$4.00
 1800394,NON CHARGEABLE,,$4.00
 1800395,SCALPEL NO 10 PROTECTIVE COVER,,$12.00
 1800396,SCALPEL NO 11 PROTECTIVE COVER,,$12.00
 1800397,SCALPEL NO 12,,$12.00
 1800398,SCALPEL NO 15 PROTECTIVE COVER,,$6.00
 1800399,SCALPEL NO 20*,,$6.00
 1800400,PACK BASIC 1,,$27.00
 1800401,PACK SINGLE BASIN PLUS STR 5/CS *,,$79.00
 1800402,PACK SET UP BASIC 1 SM,,$14.00
 1800403,DRAPE LAPAROTOMY 1 W/POUCHES,,$36.00
 1800404,DRAPE NECK THYROID,,$30.00
 1800405,SHEET EXTREMITY T-SHEET,,$35.00
 1800406,STOCKINETTE IMPERV 8X48,,$20.00
 1800407,STOCKINETTE IMPERV 12X48 LRG,,$19.00
 1800409,DRAPE FEMORAL 77X112 ANGIOGRAPHY,,$28.00
 1800410,PACK LITHOTOMY II,,$27.00
 1800412,BIOPSY FORCEP W/NEEDLE DISP,,$49.00
 1800413,BIOPSY FORCEP OVAL DISP,,$49.00
 1800414,BIOPSY FORCEP W/NDL ALLIGATOR JAW 3.2MM,,$69.00
 1800415,SNARE SPIRAL 20MM SD-23OU-20,,$101.00
 1800423,MAGNET NEEDLE COUNTER,,$15.00
 1800424,SLEEVE STR BLUE,,$3.00
 1800425,SET DECANTING W/CLAMP,,$17.00
 1800426,DRAPE U DRAPE 1015,,$18.00
 1800430,DISSECTOR PEANUT,,$29.00
 1800431,NEURO PATTIES 1X1,,$29.00
 1800432,SHEET LAPAROTOMY TRANSVERSE 12/CS,,$30.00
 1800434,SHEET U DRAPE IMPERVIOUS 54X76,,$12.00
 1800435,DRAPE 3/4 FAN FOLDED 53X77,,$9.00
 1800436,DRAPE LAPAROSCOPIC ABDOMINAL,,$46.00
 1800437,DRAPE LAP CHOLE W/TROUGHS,,$65.00
 1800439,GOWN SURGICAL LRG,,$12.00
 1800440,GOWN SURGICAL X-LRG,,$15.00
 1800441,GOWN SURGICAL XX-LRG 18/CS,,$20.00
 1800442,SET EXTENTION 61,,$15.00
 1800443,DRAPE HAND STERILE,,$29.00
 1800444,TUBE T CATTELL 14FR 1/8  *discontinued*,,$38.00
 1800445,TUBE T CATTELL 16FR 9/64,,$38.00
 1800446,DRAPE IMPERVIOUS U-DRAPE,,$11.00
 1800447,STAPLER SKIN PROXIMATE 35 WIDE,,$27.00
 1800448,PENCIL CAUTERY HANDSWITCHING W/HOLDER,,$36.00
 1800449,CATH CHOLANGIOGRAM 4.5FRX18,,$143.00
 1800450,DRAPE 3/4 IMPERVIOUS STERILE 44X65,,$6.00
 1800451,SNARE POLYPECTOMY 25 MMID SD210U25,,$55.00
 1800452,CABLE FOOT CONTROL STR,,$36.00
 1800453,VACURETTE CURVED 10MM,,$26.00
 1800454,DRAIN BLAKE 10MM FLAT FULL FLUTED,,$275.00
 1800455,DRAIN JCK/PRATT 15FR ROUND,,$21.00
 1800456,DRAIN JCK/PRATT HUBLESS 10MM,,$23.00
 1800457,DRAIN JCK/PRATT 19FR END PERF,,$25.00
 1800459,SUCTION RESERVOIR JCK/PRATT 400CC,,$77.00
 1800460,SUCTION RESERVOIR JCK/PRATT 100CC,,$86.00
 1800461,GLV SURG BIOGEL  LATEX  SZ  6 STR,,$7.00
 1800462,CATH EPIDURAL PORTEX NYLK OD21GU,,$30.00
 1800463,SET ANES EPIDURAL PUMP 500ML,,$85.00
 1800464,SET ANESTHESIA 72,,$10.00
 1800465,CAP HICKMAN INJECTION,,$94.00
 1800466,BLADE GIGLISAW 20  STR,,$134.00
 1800467,GLV SURG BIOGEL  LATEX  SZ  6.5 STR,,$7.00
 1800469,GLV SURG UNDERGLV INDICATOR SZ 6.5 PF,,$7.00
 1800470,BRA THERAPEUTIC POST OP SMALL,,$261.00
 1800471,BRA THERAPEUTIC POST OP MEDIUM,,$261.00
 1800472,BRA THERAPEUTIC POST OP LARGE,,$261.00
 1800473,BRA THERAPEUTIC POST OP X-LARGE,,$261.00
 1800474,BRA THERAPEUTIC POST OP 2X-LARGE,,$261.00
 1800475,BRA THERAPEUTIC POST OP 3X-LARGE,,$261.00
 1800476,PAD CPM ADJUSTABLE,,$148.00
 1800477,PROTECTOR HEEL/ELBOW UNIV,,$22.00
 1800478,LIMB HOLDER FOAM RESTRAINT,,$20.00
 1800479,SLING SWATHE UNIV PADDED,,$70.00
 1800480,PADDING UNDERCAST 2  COTTON,,$7.00
 1800481,PADDING UNDERCAST 3  COTTON,,$9.00
 1800482,PADDING UNDERCAST 4  COTTON,,$10.00
 1800483,PADDING UNDERCAST 6  COTTON,,$12.00
 1800484,SLING ARM SMALL DISP,,$20.00
 1800485,SLING ARM MEDIUM DISP,,$20.00
 1800486,SLING ARM LARGE DISP,,$20.00
 1800487,SPLINT COLLES RIGHT X-SMALL ALMN/FOAM,,$27.00
 1800488,SPLINT COLLES LEFT X-SMALL ALMN/FOAM,,$27.00
 1800489,SPLINT COLLES RIGHT SMALL ALMN/FOAM,,$27.00
 1800490,SPLINT COLLES LEFT SMALL ALMN/FOAM,,$26.00
 1800491,SPLINT COLLES RIGHT MEDIUM ALMN/FOAM*,,$27.00
 1800492,SPLINT COLLES LEFT MEDIUM ALMN/FOAM*,,$26.00
 1800493,SPLINT COLLES RIGHT LARGE ALMN/FOAM*,,$26.00
 1800494,SPLINT COLLES LEFT LARGE ALMN/FOAM*,,$26.00
 1800495,COLLAR CERV SERP SMALL*,,$26.00
 1800496,COLLAR CERV SERP MEDIUM*,,$26.00
 1800497,COLLAR CERV SERP LARGE*,,$26.00
 1800498,COLLAR CERV SERP X-LONG MEDIUM DELUXE,,$46.00
 1800499,SPLINT CLAVICLE SMALL,,$33.00
 1800500,SPLINT CLAVICLE MEDIUM,,$27.00
 1800501,SPLINT CLAVICLE LARGE,,$27.00
 1800502,SPLINT CLAVICLE X-LARGE,,$27.00
 1800503,SPLINT CLAVICLE XXL,,$27.00
 1800504,COLLAR CERV SERP X-LARGE,,$21.00
 1800505,TRACTION BOOT BUCKS INFANT,,$503.00
 1800506,PADDING WEBRIL UNDERCAST 4X4 COTTON,,$9.00
 1800507,PADDING WEBRIL STERILE 4  UNDERCA COTTON,,$11.00
 1800509,TRACTION CORD 100YD SPOOL,,$106.00
 1800510,BRACE FRACTURE HUMERAL SMALL,,$340.00
 1800511,BRACE FRACTURE LARGE HUMERAL,,$340.00
 1800512,STIRRUP AIRCAST SPORT RIGHT,,$104.00
 1800513,STIRRUP AIRCAST SPORT LEFT,,$104.00
 1800514,SPLINT LEG SHORT SMALL ALUMN/FOAM,,$190.00
 1800515,SPLINT LEG FULL SMALL ALUMN/FOAM,,$220.00
 1800516,BELT RIB MALE UNIV,,$22.00
 1800517,BELT RIB FEMALE UNIV,,$23.00
 1800518,KNEE SPLINT/BRACE 16  LGTH MULTIPANEL*,,$68.00
 1800519,KNEE SPLINT/BRACE 20  LGTH MULTIPANEL*,,$66.00
 1800520,KNEE SPLINT/BRACE 24  LGTH MULTIPANEL,,$64.00
 1800521,SPLINT WRIST RIGHT FOAM X-SMALL PED,,$23.00
 1800522,SPLINT WRIST LEFT FOAM X-SMALL PED*,,$37.00
 1800523,SPLINT WRIST RIGHT FOAM SMALL*,,$37.00
 1800524,SPLINT WRIST LEFT FOAM SMALL*,,$37.00
 1800525,SPLINT WRIST RIGHT FOAM MEDIUM*,,$37.00
 1800526,SPLINT WRIST LEFT FOAM MEDIUM*,,$37.00
 1800527,SPLINT WRIST RIGHT FOAM LARGE,,$24.00
 1800528,SPLINT WRIST LEFT FOAM LARGE*,,$37.00
 1800529,SPLINT WRIST RIGHT FOAM X-LARGE,,$24.00
 1800530,SPLINT WRIST LEFT FOAM X-LARGE*,,$37.00
 1800531,BINDER ABD 12  MED*,,$66.00
 1800532,BINDER ABD 12  LRG*,,$83.00
 1800534,BINDER ABD 12  XX-LRG*,,$83.00
 1800535,BINDER ABD 14  MED*,,$83.00
 1800536,BINDER ABD 14  XX-LRG*,,$97.00
 1800537,SUPPORT LUMBAR/SACRO 10  UNIV,,$89.00
 1800538,CORSET ORTHOSIS DUAL SUPRT SMALL,,$137.00
 1800539,CORSET ORTHOSIS DUAL SUPRT MEDIUM,,$159.00
 1800540,CORSET ORTHOSIS DUAL SUPRT LRG,,$137.00
 1800541,CORSET ORTHOSIS DUAL SUPRT X-LRG,,$170.00
 1800542,SOL STR WATER IRRIG 1000ML BT,,$10.00
 1800543,SOL N SALINE IRRIG 1000ML BT,,$10.00
 1800544,CONTAINER EVACUATED GLASS 1000 ML,,$39.00
 1800545,CONTAINER EVACUATED GLASS 500 ML,,$19.00
 1800546,SOL N SALINE IRRIG 3000ML BG,,$26.00
 1800547,COVER PROBE INTROPERATIVE US ST 5INX96*,,$50.00
 1800551,WIRE KIRSCHNER .062  4  STR,,$137.00
 1800553,WIRE KIRSCHNER .045  4  STR,,$137.00
 1800556,BURR ORTHO OVAL LONG DIAMOND,,$213.00
 1800557,KIT CT CLOSURE KIT 10/12MM PG & 15MM PG,,$376.00
 1800559,BLADE SAG 9.5X 41X0.4MM,,$113.00
 1800560,COVER C-ARM  W/POLY STRAPS STR 42X74,,$23.00
 1800567,ORTHO GLASS 1 X15,,$11.00
 1800568,ORTHO GLASS 3 X15,,$22.00
 1800569,ORTHO GLASS 4 X15,,$26.00
 1800570,ORTHO GLASS 5 X15,,$28.00
 1800571,DRSG STOCKINETTE 6X25 YDS NON STRL,,$61.00
 1800572,TROCAR BLADELESS OPTIVIEW 12MMX150MM,,$318.00
 1800573,BINDER ABD 12  SMALL,,$66.00
 1800574,DRSG BIOPATCH 1  X 7MM 10/BX,,$35.00
 1800575,HANDPIECE TB 5MMx35cm FRONT GRIP 1EA,,"$1,563.00"
 1800588,DO NOT CHARGE,,$5.00
 1800589,DO NOT CHARGEABLE,,$4.00
 1800590,NON CHARGEABLE,,$3.00
 1800591,NON CHARGEABLE,,$8.00
 1800592,SPLINT CLAVICLE XS STRAP W/CLOSURE,,$31.00
 1800600,AIRWAY OVASSAPIAN FIBEROPTIC INTUBATING,,$27.00
 1800611,ELECTRODE PAD DEFIB/PACING PED M3504A,,$75.00
 1800612,ELECTRODE PAD DEFIB/PACING ADULT M3501A,,$183.00
 1800614,ELECTRODE REM POLYHESIVE II PAD W/CORD,,$17.00
 1800615,NON-DEHP EXT SET W/1.2 MICRON FIL 21,,$14.00
 1800617,IV TUBING PRIMARY SET 10 DROP 3-SITE,,$17.00
 1800618,IV TUBING SECONDARY MED SET,,$6.00
 1800619,IV TUBING CATH EXT SET HEPLOCK,,$11.00
 1800620,PUMP IV TUBING BLOOD 10 DROP,,$14.00
 1800621,VIAL-MATE ADAPTOR,,$9.00
 1800622,VISCOAT OP DEVICE 5.ML,,$258.00
 1800623,IV TUBING BURETROL SYSTEM SET,,$32.00
 1800625,NEEDLE AND SLEEVE PHACO,,$315.00
 1800626,VITRECTOMY PACK,,$945.00
 1800627,PUPIL DILATOR,,$945.00
 1800628,TUBING PCA COMBO SET 102  A-S,,$22.00
 1800629,BLADE DISP CATARACT PROCEDURE,,$68.00
 1800630,CAPSULAR TENSION RING,,"$1,208.00"
 1800631,IOLs - ALCON ACRYLIC,,$68.00
 1800632,IV TUBING BURETROL SYSTEM SET 2 (DRIP)*,,$26.00
 1800633,ELECTRODE PAD DEFIB/PACING ADULT ZOLL,,$108.00
 1800634,ELECTRODE PAD DEFIB/PACING PED ZOLL,,$108.00
 1800636,SUT SILK C012D 2-0 CR/SH BLK BR 8-18  PO,,$36.00
 1800637,SUT VICRYL CTD J838D 3-0 BR CT-1 POP OFF,,$46.00
 1800639,IMMOBILIZER SHOULDER DELUXE UNIV*,,$39.00
 1800640,IMMOBILIZER KNEE UNIV,,$115.00
 1800641,COLLAR SERP MED STOUT FIRM,,$27.00
 1800642,COLLAR SERP LRG STOUT FIRM,,$27.00
 1800646,LINER CANISTER 1500CC,,$9.00
 1800647,LINER CANISTER 3000CC,,$30.00
 1800648,STAPLER SKIN PRECISE DS-5,,$23.00
 1800649,DRSG DUODERM 3X3 XTHIN,,$11.00
 1800650,NON CHARGEABLE,,$5.00
 1800653,STOPCOCK 4-WAY LRG BORE 0.8 ML VOL,,$7.00
 1800654,PACK SET UP T&A,,$132.00
 1800656,PACK EENT TURBAN DRAPE PACK II,,$61.00
 1800667,MASK LARYNGEAL ADULT SZ 4 DISPOSABLE,,$55.00
 1800668,MASK LARYNGEAL ADULT SZ 5 DISPOSABLE,,$86.00
 1800669,MASK LARYNGEAL ADULT SZ 3 DISPOSABLE,,$55.00
 1800670,MASK LARYNGEAL SUPREME ADULT SZ 3 DISP,,$77.00
 1800671,MASK LARYNGEAL SUPREME ADULT SZ 4 DISP,,$171.00
 1800672,MASK LARYNGEAL SUPREME ADULT SZ 5 DISP,,$103.00
 1800683,NON CHARGEABLE,,$4.00
 1800684,DRAIN PENROSE 12 X 1/2  STR,,$6.00
 1800685,DRAIN PENROSE 12 X 3/4  STR,,$4.00
 1800687,BITE BLOCK PED SMALL,,$10.00
 1800688,BITE BLOCK ADULT*,,$15.00
 1800689,DRAIN PENROSE 18 X 1  STR,,$4.00
 1800700,CUFF BP ONE PIECE DISP SM CHILD 1/EA,,$28.00
 1800701,CUFF BP ONE PIECE DISP SM ADULT 1/EA,,$38.00
 1800702,CUFF BP ONE PIECE DISP ADULT 1/EA,,$12.00
